Ticket,Ticket,Ticket,Ticket,Ticket,Customer,Customer,Resolution,Resolution,Resolution,Resolution
TCKT-1922,"Jan 27, 2026",06/02/26,High,Support;HR,Rodney Lee,ogomez@example.net,"[{""system"": ""Database"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}]","[{""step"": ""Ahead benefit into magazine clear as response."", ""performed_by"": ""Julie Cook""}, {""step"": ""Two hand recently goal subject."", ""performed_by"": ""Jose King""}]",Seat exist enough final development. Wait nation church network today.,Seat exist enough final development. Wait nation church network today.
TCKT-1923,26/12/24,06/01/25,High,Support;Finance,Jeffery Jackson Jr.,zblack@example.org,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Partial""}]","[{""step"": ""People she sometimes should."", ""performed_by"": ""Angel Martinez""}, {""step"": ""Study agree cause music simply up never."", ""performed_by"": ""Jody Palmer""}, {""step"": ""Bad area record yet partner color bag pay."", ""performed_by"": ""Tammy Henderson""}]",Edge remain guess author respond draw. Ground receive address stuff become. Available draw war first before fund.,Edge remain guess author respond draw. Ground receive address stuff become. Available draw war first before fund.
TCKT-1924,2025-04-15,2025-04-19,Critical,IT,Roger Castillo,shawjoshua@example.com,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}, {""system"": ""Web Portal"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}]","[{""step"": ""Industry set former if house artist lawyer."", ""performed_by"": ""Lawrence Sullivan""}, {""step"": ""Court billion body article."", ""performed_by"": ""Elizabeth Harris""}]",Certainly recently across least benefit three too only. Might plan push local.,Certainly recently across least benefit three too only. Might plan push local.
TCKT-1925,2024-08-28,2024-09-25,High,HR;Operations,Malik Dalton,tbrewer@example.com,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Site beat seat shoulder everything read."", ""performed_by"": ""Alexander Mckay""}, {""step"": ""Take dinner responsibility spend themselves."", ""performed_by"": ""Douglas Cooper""}, {""step"": ""Month stuff firm better occur."", ""performed_by"": ""Whitney Wilson""}]",Either section skin. Word nothing produce.,Either section skin. Word nothing produce.
TCKT-1926,"Jun 26, 2025",2025-07-06,Critical,Sales,Sean Adams,keithjonathan@example.com,"[{""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Perhaps until very democratic guy financial."", ""performed_by"": ""John Whitehead""}, {""step"": ""Help have seem."", ""performed_by"": ""Jeremy Garcia""}, {""step"": ""Ago bank buy idea country second either."", ""performed_by"": ""Anthony Harris""}]",Age work small bar. Inside imagine although he. <br> can!,Age work small bar. Inside imagine although he. <br> can!
TCKT-1927,"Jul 15, 2025",01/08/25,High,Support,Kayla Cordova,brookeibarra@example.net,"[{""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Western start thus to relationship."", ""performed_by"": ""Monica Bryan""}, {""step"": ""Say trouble feeling see recent else group."", ""performed_by"": ""Thomas Chang""}]",Movement decide increase heart short. Option page after arrive. Organization create production later.,Movement decide increase heart short. Option page after arrive. Organization create production later.
TCKT-1928,2024-12-06,"Jan 02, 2025",Critical,Operations;IT,Sophia Lopez,brownchristopher@example.org,"[{""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Your wait technology pick world any program wind."", ""performed_by"": ""Ethan Lopez""}]",Job important husband approach child ability. Yourself best tax cost woman agreement. Friend size customer throw. <br> law!,Job important husband approach child ability. Yourself best tax cost woman agreement. Friend size customer throw. <br> law!
TCKT-1929,"Oct 21, 2024","Oct 31, 2024",Low,Support,Tiffany Vasquez DDS,jeffzuniga@example.com,"[{""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Artist season staff serious."", ""performed_by"": ""Valerie Martinez""}, {""step"": ""By what source represent whose."", ""performed_by"": ""James Ramirez""}, {""step"": ""Something approach difference wear."", ""performed_by"": ""Evan Mcmahon""}]",Site certainly quality small. Watch American officer pay try check name foot. <br> simply!,Site certainly quality small. Watch American officer pay try check name foot. <br> simply!
TCKT-1930,"Sep 17, 2024",2024-10-03,High,Sales;Marketing,Robert Perez,,"[{""system"": ""CRM"", ""impact"": ""Partial""}, {""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""Rather board work describe month despite action."", ""performed_by"": ""Mitchell Morrison""}, {""step"": ""Future drop require western student next."", ""performed_by"": ""Brian Wells""}, {""step"": ""Stage lawyer quickly."", ""performed_by"": ""Sheila Jones""}]",After score sport together particularly actually. Fast month card probably down wife eye serious.,After score sport together particularly actually. Fast month card probably down wife eye serious.
TCKT-1931,2024-03-30,"Apr 03, 2024",High,IT;Marketing;HR,Jessica Shaw,leejeffrey@example.org,"[{""system"": ""CRM"", ""impact"": ""Partial""}]","[{""step"": ""Population hard morning accept similar seat."", ""performed_by"": ""Joyce Jordan""}, {""step"": ""Affect together always feeling think."", ""performed_by"": ""Jeffrey Smith""}]",Design successful important top several detail. Fight fire between worry.,Design successful important top several detail. Fight fire between worry.
TCKT-1932,2024-10-25,29/10/24,Critical,Operations;Sales,Amanda Jordan,jacqueline27@example.org,"[{""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Democrat young culture shoulder radio."", ""performed_by"": ""Nicholas Jones""}]",Network trouble while door yard often artist. Bit nearly factor make than six purpose.,Network trouble while door yard often artist. Bit nearly factor make than six purpose.
TCKT-1933,23/01/26,31/01/26,High,IT;Finance,Larry Carey,jsimmons@example.net,"[{""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""White positive response sell single design."", ""performed_by"": ""Jamie Mckenzie""}]",Than bill out claim. Section suggest care mean room. Magazine pull environment Mr car.,Than bill out claim. Section suggest care mean room. Magazine pull environment Mr car.
TCKT-1934,2025-04-05,2025-04-22,Medium,Finance,Billy Garner,kylieyoung@example.net,"[{""system"": ""Web Portal"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Appear team mention food research."", ""performed_by"": ""Dennis Cortez""}, {""step"": ""Magazine particular soon subject."", ""performed_by"": ""Anthony Moran""}]",Doctor them thought every black environmental act. Center example bed to box. Recognize program away second outside instead result leader. Cold relate prepare black sister usually kid good.,Doctor them thought every black environmental act. Center example bed to box. Recognize program away second outside instead result leader. Cold relate prepare black sister usually kid good.
TCKT-1935,2025-03-10,08/04/25,High,HR;Sales,Heather Thompson,daviseric@example.net,"[{""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""Look follow through be star cell dinner."", ""performed_by"": ""Debra Jenkins""}, {""step"": ""Sort threat likely."", ""performed_by"": ""Christy Raymond""}, {""step"": ""Bring cut around minute recently address."", ""performed_by"": ""Thomas Williams""}]",Yeah she purpose quite according wind activity. Eight same walk listen office travel wait.,Yeah she purpose quite according wind activity. Eight same walk listen office travel wait.
TCKT-1936,2025-07-07,"Jul 31, 2025",Critical,IT;Support,Natasha Johnson,,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Partial""}]","[{""step"": ""Outside wind pass effect point top security."", ""performed_by"": ""Robert Glover""}, {""step"": ""Subject glass reach nothing weight southern difficult."", ""performed_by"": ""Heather Rosario""}]",Yet beautiful ten agency. Less car true expert.,Yet beautiful ten agency. Less car true expert.
TCKT-1937,2025-01-12,2025-02-04,Medium,Operations,Nina Rogers,russellmarie@example.com,"[{""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Exist itself reach step east."", ""performed_by"": ""Lisa Brown""}, {""step"": ""For successful war painting surface various."", ""performed_by"": ""Spencer King""}]",Music her benefit reflect some. But fine minute difficult six head star.,Music her benefit reflect some. But fine minute difficult six head star.
TCKT-1938,13/10/25,"Oct 15, 2025",Medium,HR,Bryan Burke,dennis00@example.com,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Partial""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Southern knowledge agent final before."", ""performed_by"": ""Rodney Hernandez""}, {""step"": ""Management else page interesting also care hear hotel."", ""performed_by"": ""Alexander Morrison""}]",Practice prove score what fall beat house. Push best century also upon. Meet there buy push.,Practice prove score what fall beat house. Push best century also upon. Meet there buy push.
TCKT-1939,"Mar 31, 2025",30/04/25,Medium,Marketing,Sarah Sosa,mcdowelldonna@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Question specific should strong try you girl she."", ""performed_by"": ""Dr. Christy Little""}]",Near perhaps garden. Full shoulder can lot. Marriage second yes according. <br> even!,Near perhaps garden. Full shoulder can lot. Marriage second yes according. <br> even!
TCKT-1940,"Nov 05, 2024",2024-11-21,High,Operations;Finance,Dalton Powell,burnettrebecca@example.net,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Half record raise fill fight college program."", ""performed_by"": ""Ryan Nunez""}, {""step"": ""Always talk way between couple prove."", ""performed_by"": ""Nancy Robinson""}, {""step"": ""Us marriage within husband wind finish water."", ""performed_by"": ""Carol Rangel DDS""}]",Number yet bar yet measure. Feel drop discuss suffer those she PM.,Number yet bar yet measure. Feel drop discuss suffer those she PM.
TCKT-1941,01/11/25,2025-11-09,Critical,Finance;Sales,Ryan King,charles59@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Hour idea require determine for."", ""performed_by"": ""William Wilson""}]",Present knowledge bill partner first. Executive over meeting could while people policy floor. Month sister collection imagine build rest bad. National blood common direction. <br> million!,Present knowledge bill partner first. Executive over meeting could while people policy floor. Month sister collection imagine build rest bad. National blood common direction. <br> million!
TCKT-1942,2025-09-17,22/09/25,Critical,HR;Sales;Finance,Jason Finley,awilson@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Sister low interview group crime see."", ""performed_by"": ""Jasmin Maldonado""}]",Give carry under as hit practice.,Give carry under as hit practice.
TCKT-1943,2024-05-30,"Jun 28, 2024",High,Operations;Sales,Mrs. Lisa Benton,jimeneztiffany@example.com,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}, {""system"": ""Web Portal"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Mr necessary hour practice rate."", ""performed_by"": ""Marilyn Jefferson""}]",Pass success system success. Official teacher student very law those sign when.,Pass success system success. Official teacher student very law those sign when.
TCKT-1944,2024-08-01,"Aug 21, 2024",Critical,IT;Finance;Marketing,Randy Patterson,paulrobert@example.net,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Attorney large program herself method."", ""performed_by"": ""Anthony Erickson""}, {""step"": ""Hospital really learn test produce unit."", ""performed_by"": ""Amanda Barton""}, {""step"": ""Check during his voice leader not yes."", ""performed_by"": ""Darlene Adams""}]",Value call final difficult open at. Through safe everyone this.,Value call final difficult open at. Through safe everyone this.
TCKT-1945,"Jun 02, 2025",2025-07-02,Medium,Marketing,Michael Baldwin,maria75@example.net,"[{""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""CRM"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""To similar into truth identify standard responsibility man."", ""performed_by"": ""Sarah Munoz""}, {""step"": ""Race entire visit life reason."", ""performed_by"": ""Alan Ross""}, {""step"": ""Water tend describe note detail."", ""performed_by"": ""Helen Rhodes""}]",Rate reach responsibility. Fall economy option new admit. <br> into!,Rate reach responsibility. Fall economy option new admit. <br> into!
